"","State","Lake","Scientific.Name","Common.Name","Family","Niche","Chemical","Amount","Units.1","Units.2"
"1825","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","N-EtFOSA",NA,"ng/g","ppb"
"1826","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","MeFOSAA",NA,"ng/g","ppb"
"1827","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","EtFOSAA",NA,"ng/g","ppb"
"1828","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","N-MeFOSE",NA,"ng/g","ppb"
"1829","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","N-EtFOSE",NA,"ng/g","ppb"
"1830","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","HFPO-DA",NA,"ng/g","ppb"
"1831","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","ADONA",NA,"ng/g","ppb"
"1832","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"1833","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"1834","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","3:3 FTCA",NA,"ng/g","ppb"
"1835","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","5:3 FTCA",NA,"ng/g","ppb"
"1836","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","7:3 FTCA",NA,"ng/g","ppb"
"1837","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFEESA",NA,"ng/g","ppb"
"1838","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFMPA",NA,"ng/g","ppb"
"1839","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFMBA",NA,"ng/g","ppb"
"1840","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","NFDHA",NA,"ng/g","ppb"
"1841","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFBA",NA,"ng/g","ppb"
"1842","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFPeA",NA,"ng/g","ppb"
"1843","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFHxA",NA,"ng/g","ppb"
"1844","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFHpA",NA,"ng/g","ppb"
"1845","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFOA",NA,"ng/g","ppb"
"1846","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFNA",0.939,"ng/g","ppb"
"1847","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFDA",1.98,"ng/g","ppb"
"1848","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFUnA",2.16,"ng/g","ppb"
"1849","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFDoA",0.549,"ng/g","ppb"
"1850","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFTeDA",NA,"ng/g","ppb"
"1851","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFBS",NA,"ng/g","ppb"
"1852","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFPeS",NA,"ng/g","ppb"
"1853","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFHxS",NA,"ng/g","ppb"
"1854","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFHpS",0.044,"ng/g","ppb"
"1855","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFOS",17.8,"ng/g","ppb"
"1856","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFNS",NA,"ng/g","ppb"
"1857","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFDS",0.279,"ng/g","ppb"
"1858","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFDoS",NA,"ng/g","ppb"
"1859","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","4:2 FTS",NA,"ng/g","ppb"
"1860","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","6:2 FTS",NA,"ng/g","ppb"
"1861","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","8:2 FTS",NA,"ng/g","ppb"
"1862","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFOSA",NA,"ng/g","ppb"
"1863","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","N-MeFOSA",NA,"ng/g","ppb"
"1864","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","N-EtFOSA",NA,"ng/g","ppb"
"1865","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","MeFOSAA",NA,"ng/g","ppb"
"1866","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","EtFOSAA",NA,"ng/g","ppb"
"1867","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","N-MeFOSE",NA,"ng/g","ppb"
"1868","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","N-EtFOSE",NA,"ng/g","ppb"
"1869","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","HFPO-DA",NA,"ng/g","ppb"
"1870","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","ADONA",NA,"ng/g","ppb"
"1871","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"1872","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"1873","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","3:3 FTCA",NA,"ng/g","ppb"
"1874","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","5:3 FTCA",1.64,"ng/g","ppb"
"1875","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","7:3 FTCA",1.52,"ng/g","ppb"
"1876","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFEESA",NA,"ng/g","ppb"
"1877","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFMPA",NA,"ng/g","ppb"
"1878","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFMBA",NA,"ng/g","ppb"
"1879","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","NFDHA",NA,"ng/g","ppb"
"1880","MI","Lake Huron","Aplodinotus grunniens","Freshwater Drum","Sciaenidae","P","PFTrDA",0.719,"ng/g","ppb"
"1881","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFBA",NA,"ng/g","ppb"
"1882","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFPeA",NA,"ng/g","ppb"
"1883","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFHxA",NA,"ng/g","ppb"
"1884","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFHpA",NA,"ng/g","ppb"
"1885","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFOA",NA,"ng/g","ppb"
"1886","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFNA",0.305,"ng/g","ppb"
"1887","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFDA",0.581,"ng/g","ppb"
"1888","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFUnA",0.871,"ng/g","ppb"
"1889","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFDoA",0.183,"ng/g","ppb"
"1890","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFTrDA",0.787,"ng/g","ppb"
"1891","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFTeDA",0.181,"ng/g","ppb"
"1892","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFBS",NA,"ng/g","ppb"
"1893","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFPeS",NA,"ng/g","ppb"
"1894","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFHxS",NA,"ng/g","ppb"
"1895","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFHpS",NA,"ng/g","ppb"
"1896","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFOS",4.39,"ng/g","ppb"
"1897","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFNS",NA,"ng/g","ppb"
"1898","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFDS",NA,"ng/g","ppb"
"1899","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFDoS",NA,"ng/g","ppb"
"1900","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","4:2 FTS",NA,"ng/g","ppb"
"1901","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","6:2 FTS",NA,"ng/g","ppb"
"1902","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","8:2 FTS",NA,"ng/g","ppb"
"1903","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFOSA",NA,"ng/g","ppb"
"1904","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","N-MeFOSA",NA,"ng/g","ppb"
"1905","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","N-EtFOSA",NA,"ng/g","ppb"
"1906","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","MeFOSAA",NA,"ng/g","ppb"
"1907","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","EtFOSAA",NA,"ng/g","ppb"
"1908","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","N-MeFOSE",NA,"ng/g","ppb"
"1909","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","N-EtFOSE",NA,"ng/g","ppb"
"1910","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","HFPO-DA",NA,"ng/g","ppb"
"1911","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","ADONA",NA,"ng/g","ppb"
"1912","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"1913","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"1914","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","3:3 FTCA",NA,"ng/g","ppb"
"1915","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","5:3 FTCA",NA,"ng/g","ppb"
"1916","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","7:3 FTCA",NA,"ng/g","ppb"
"1917","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFEESA",NA,"ng/g","ppb"
"1918","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFMPA",NA,"ng/g","ppb"
"1919","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","PFMBA",NA,"ng/g","ppb"
"1920","MI","Lake Huron","Sander vitreus","Walleye","Percidae","P","NFDHA",NA,"ng/g","ppb"
"1921","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFBA",NA,"ng/g","ppb"
"1922","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFPeA",NA,"ng/g","ppb"
"1923","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFHxA",NA,"ng/g","ppb"
"1924","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFHpA",NA,"ng/g","ppb"
"1925","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFOA",0.196,"ng/g","ppb"
"1926","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFNA",0.461,"ng/g","ppb"
"1927","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFDA",0.45,"ng/g","ppb"
"1928","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFUnA",0.649,"ng/g","ppb"
"1929","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFDoA",0.224,"ng/g","ppb"
"1930","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFTrDA",NA,"ng/g","ppb"
"1931","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFTeDA",NA,"ng/g","ppb"
"1932","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFBS",NA,"ng/g","ppb"
"1933","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFPeS",NA,"ng/g","ppb"
"1934","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFHxS",NA,"ng/g","ppb"
"1935","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFHpS",NA,"ng/g","ppb"
"1936","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFOS",4.4,"ng/g","ppb"
"1937","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFNS",NA,"ng/g","ppb"
"1938","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFDS",0.162,"ng/g","ppb"
"1939","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFDoS",NA,"ng/g","ppb"
"1940","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","4:2 FTS",NA,"ng/g","ppb"
"1941","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","6:2 FTS",NA,"ng/g","ppb"
"1942","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","8:2 FTS",NA,"ng/g","ppb"
"1943","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFOSA",NA,"ng/g","ppb"
"1944","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","N-MeFOSA",NA,"ng/g","ppb"
"1945","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","N-EtFOSA",NA,"ng/g","ppb"
"1946","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","MeFOSAA",NA,"ng/g","ppb"
"1947","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","EtFOSAA",NA,"ng/g","ppb"
"1948","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","N-MeFOSE",NA,"ng/g","ppb"
"1949","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","N-EtFOSE",NA,"ng/g","ppb"
"1950","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","HFPO-DA",NA,"ng/g","ppb"
"1951","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","ADONA",NA,"ng/g","ppb"
"1952","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","9Cl-PF3ONS",NA,"ng/g","ppb"
"1953","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","11Cl-PF3OUdS",NA,"ng/g","ppb"
"1954","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","3:3 FTCA",NA,"ng/g","ppb"
"1955","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","5:3 FTCA",NA,"ng/g","ppb"
"1956","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","7:3 FTCA",NA,"ng/g","ppb"
"1957","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFEESA",NA,"ng/g","ppb"
"1958","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFMPA",NA,"ng/g","ppb"
"1959","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","PFMBA",NA,"ng/g","ppb"
"1960","MI","Lake Huron","Moxostoma anisurum","Silver Redhorse","Catostomidae","BD","NFDHA",NA,"ng/g","ppb"
"1961","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFTrDA",0.704,"ng/g","ppb"
"1962","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFBA",NA,"ng/g","ppb"
"1963","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFPeA",NA,"ng/g","ppb"
"1964","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFHxA",NA,"ng/g","ppb"
"1965","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFHpA",NA,"ng/g","ppb"
"1966","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFOA",0.369,"ng/g","ppb"
"1967","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFNA",0.712,"ng/g","ppb"
"1968","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFDA",0.777,"ng/g","ppb"
"1969","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFUnA",0.99,"ng/g","ppb"
"1970","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFDoA",0.359,"ng/g","ppb"
"1971","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFTeDA",0.181,"ng/g","ppb"
"1972","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFBS",NA,"ng/g","ppb"
"1973","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFPeS",NA,"ng/g","ppb"
"1974","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFHxS",NA,"ng/g","ppb"
"1975","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFHpS",NA,"ng/g","ppb"
"1976","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFOS",4.78,"ng/g","ppb"
"1977","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFNS",NA,"ng/g","ppb"
"1978","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFDS",NA,"ng/g","ppb"
"1979","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFDoS",NA,"ng/g","ppb"
"1980","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","4:2 FTS",NA,"ng/g","ppb"
"1981","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","6:2 FTS",NA,"ng/g","ppb"
"1982","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","8:2 FTS",NA,"ng/g","ppb"
"1983","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFOSA",NA,"ng/g","ppb"
"1984","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","N-MeFOSA",NA,"ng/g","ppb"
"1985","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","N-EtFOSA",NA,"ng/g","ppb"
"1986","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","MeFOSAA",NA,"ng/g","ppb"
"1987","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","EtFOSAA",NA,"ng/g","ppb"
"1988","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","N-MeFOSE",NA,"ng/g","ppb"
"1989","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","N-EtFOSE",NA,"ng/g","ppb"
"1990","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","HFPO-DA",NA,"ng/g","ppb"
"1991","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","ADONA",NA,"ng/g","ppb"
"1992","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","9Cl-PF3ONS",NA,"ng/g","ppb"
"1993","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","11Cl-PF3OUdS",NA,"ng/g","ppb"
"1994","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","3:3 FTCA",NA,"ng/g","ppb"
"1995","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","5:3 FTCA",NA,"ng/g","ppb"
"1996","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","7:3 FTCA",NA,"ng/g","ppb"
"1997","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFEESA",NA,"ng/g","ppb"
"1998","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFMPA",NA,"ng/g","ppb"
"1999","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","PFMBA",0.102,"ng/g","ppb"
"2000","MI","Lake Huron","Catostomus commersonii","White Sucker","Catostomidae","BD","NFDHA",NA,"ng/g","ppb"
"2001","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFBA",NA,"ng/g","ppb"
"2002","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFPeA",NA,"ng/g","ppb"
"2003","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHxA",NA,"ng/g","ppb"
"2004","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHpA",NA,"ng/g","ppb"
"2005","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFOA",NA,"ng/g","ppb"
"2006","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFNA",0.362,"ng/g","ppb"
"2007","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDA",0.308,"ng/g","ppb"
"2008","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFUnA",0.311,"ng/g","ppb"
"2009","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDoA",NA,"ng/g","ppb"
"2010","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFTrDA",NA,"ng/g","ppb"
"2011","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFTeDA",NA,"ng/g","ppb"
"2012","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFBS",NA,"ng/g","ppb"
"2013","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFPeS",0.035,"ng/g","ppb"
"2014","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHxS",NA,"ng/g","ppb"
"2015","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHpS",NA,"ng/g","ppb"
"2016","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFOS",4.21,"ng/g","ppb"
"2017","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFNS",NA,"ng/g","ppb"
"2018","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDS",NA,"ng/g","ppb"
"2019","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDoS",NA,"ng/g","ppb"
"2020","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","4:2 FTS",NA,"ng/g","ppb"
"2021","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","6:2 FTS",NA,"ng/g","ppb"
"2022","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","8:2 FTS",NA,"ng/g","ppb"
"2023","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFOSA",NA,"ng/g","ppb"
"2024","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","N-MeFOSA",NA,"ng/g","ppb"
"2025","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","N-EtFOSA",NA,"ng/g","ppb"
"2026","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","MeFOSAA",NA,"ng/g","ppb"
"2027","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","EtFOSAA",NA,"ng/g","ppb"
"2028","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","N-MeFOSE",NA,"ng/g","ppb"
"2029","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","N-EtFOSE",NA,"ng/g","ppb"
"2030","MI","Lake Huron","Salvelinus namaycush","Lake Trout","Salmonidae","P","HFPO-DA",NA,"ng/g","ppb"
