"","State","Lake","Scientific.Name","Common.Name","Family","Niche","Chemical","Amount","Units.1","Units.2"
"5757","MI","Lake Superior","Catostomus commersonii","White Sucker","Catostomidae","BD","PFEESA",NA,"ng/g","ppb"
"5758","MI","Lake Superior","Catostomus commersonii","White Sucker","Catostomidae","BD","PFMPA",NA,"ng/g","ppb"
"5759","MI","Lake Superior","Catostomus commersonii","White Sucker","Catostomidae","BD","PFMBA",NA,"ng/g","ppb"
"5760","MI","Lake Superior","Catostomus commersonii","White Sucker","Catostomidae","BD","NFDHA",NA,"ng/g","ppb"
"5761","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFBA",NA,"ng/g","ppb"
"5762","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFPeA",NA,"ng/g","ppb"
"5763","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHxA",NA,"ng/g","ppb"
"5764","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHpA",NA,"ng/g","ppb"
"5765","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFOA",NA,"ng/g","ppb"
"5766","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFNA",0.583,"ng/g","ppb"
"5767","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDA",0.29,"ng/g","ppb"
"5768","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFUnA",0.622,"ng/g","ppb"
"5769","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDoA",0.231,"ng/g","ppb"
"5770","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFTrDA",NA,"ng/g","ppb"
"5771","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFTeDA",NA,"ng/g","ppb"
"5772","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFBS",NA,"ng/g","ppb"
"5773","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFPeS",NA,"ng/g","ppb"
"5774","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHxS",0.089,"ng/g","ppb"
"5775","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHpS",NA,"ng/g","ppb"
"5776","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFOS",1.26,"ng/g","ppb"
"5777","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFNS",NA,"ng/g","ppb"
"5778","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDS",NA,"ng/g","ppb"
"5779","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDoS",NA,"ng/g","ppb"
"5780","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","4:2 FTS",NA,"ng/g","ppb"
"5781","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","6:2 FTS",NA,"ng/g","ppb"
"5782","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","8:2 FTS",NA,"ng/g","ppb"
"5783","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFOSA",NA,"ng/g","ppb"
"5784","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","N-MeFOSA",NA,"ng/g","ppb"
"5785","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","N-EtFOSA",NA,"ng/g","ppb"
"5786","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","MeFOSAA",NA,"ng/g","ppb"
"5787","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","EtFOSAA",NA,"ng/g","ppb"
"5788","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","N-MeFOSE",NA,"ng/g","ppb"
"5789","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","N-EtFOSE",NA,"ng/g","ppb"
"5790","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","HFPO-DA",NA,"ng/g","ppb"
"5791","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","ADONA",NA,"ng/g","ppb"
"5792","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"5793","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"5794","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","3:3 FTCA",NA,"ng/g","ppb"
"5795","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","5:3 FTCA",NA,"ng/g","ppb"
"5796","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","7:3 FTCA",NA,"ng/g","ppb"
"5797","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFEESA",NA,"ng/g","ppb"
"5798","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFMPA",NA,"ng/g","ppb"
"5799","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFMBA",NA,"ng/g","ppb"
"5800","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","NFDHA",NA,"ng/g","ppb"
"5801","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFBA",NA,"ng/g","ppb"
"5802","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFPeA",NA,"ng/g","ppb"
"5803","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHxA",NA,"ng/g","ppb"
"5804","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHpA",NA,"ng/g","ppb"
"5805","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFOA",NA,"ng/g","ppb"
"5806","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFNA",1.44,"ng/g","ppb"
"5807","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDA",0.928,"ng/g","ppb"
"5808","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFUnA",2.26,"ng/g","ppb"
"5809","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDoA",0.556,"ng/g","ppb"
"5810","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFTrDA",1.48,"ng/g","ppb"
"5811","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFTeDA",0.22,"ng/g","ppb"
"5812","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFBS",NA,"ng/g","ppb"
"5813","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFPeS",NA,"ng/g","ppb"
"5814","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHxS",NA,"ng/g","ppb"
"5815","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHpS",NA,"ng/g","ppb"
"5816","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFOS",4.81,"ng/g","ppb"
"5817","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFNS",NA,"ng/g","ppb"
"5818","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDS",NA,"ng/g","ppb"
"5819","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDoS",NA,"ng/g","ppb"
"5820","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","4:2 FTS",NA,"ng/g","ppb"
"5821","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","6:2 FTS",NA,"ng/g","ppb"
"5822","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","8:2 FTS",NA,"ng/g","ppb"
"5823","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFOSA",NA,"ng/g","ppb"
"5824","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","N-MeFOSA",NA,"ng/g","ppb"
"5825","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","N-EtFOSA",NA,"ng/g","ppb"
"5826","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","MeFOSAA",NA,"ng/g","ppb"
"5827","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","EtFOSAA",NA,"ng/g","ppb"
"5828","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","N-MeFOSE",NA,"ng/g","ppb"
"5829","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","N-EtFOSE",NA,"ng/g","ppb"
"5830","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","HFPO-DA",NA,"ng/g","ppb"
"5831","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","ADONA",NA,"ng/g","ppb"
"5832","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"5833","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"5834","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","3:3 FTCA",NA,"ng/g","ppb"
"5835","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","5:3 FTCA",NA,"ng/g","ppb"
"5836","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","7:3 FTCA",0.999,"ng/g","ppb"
"5837","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFEESA",NA,"ng/g","ppb"
"5838","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFMPA",NA,"ng/g","ppb"
"5839","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFMBA",NA,"ng/g","ppb"
"5840","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","NFDHA",NA,"ng/g","ppb"
"5841","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFBA",NA,"ng/g","ppb"
"5842","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFPeA",NA,"ng/g","ppb"
"5843","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHxA",NA,"ng/g","ppb"
"5844","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHpA",NA,"ng/g","ppb"
"5845","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFOA",NA,"ng/g","ppb"
"5846","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFNA",0.589,"ng/g","ppb"
"5847","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDA",0.306,"ng/g","ppb"
"5848","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFUnA",0.58,"ng/g","ppb"
"5849","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDoA",0.257,"ng/g","ppb"
"5850","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFTeDA",NA,"ng/g","ppb"
"5851","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFBS",NA,"ng/g","ppb"
"5852","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFPeS",NA,"ng/g","ppb"
"5853","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHxS",NA,"ng/g","ppb"
"5854","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHpS",NA,"ng/g","ppb"
"5855","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFOS",2.01,"ng/g","ppb"
"5856","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFNS",NA,"ng/g","ppb"
"5857","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDS",NA,"ng/g","ppb"
"5858","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDoS",NA,"ng/g","ppb"
"5859","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","4:2 FTS",NA,"ng/g","ppb"
"5860","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","6:2 FTS",NA,"ng/g","ppb"
"5861","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","8:2 FTS",NA,"ng/g","ppb"
"5862","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFOSA",NA,"ng/g","ppb"
"5863","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","N-MeFOSA",NA,"ng/g","ppb"
"5864","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","N-EtFOSA",NA,"ng/g","ppb"
"5865","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","MeFOSAA",NA,"ng/g","ppb"
"5866","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","EtFOSAA",NA,"ng/g","ppb"
"5867","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","N-MeFOSE",NA,"ng/g","ppb"
"5868","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","N-EtFOSE",NA,"ng/g","ppb"
"5869","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","HFPO-DA",NA,"ng/g","ppb"
"5870","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","ADONA",NA,"ng/g","ppb"
"5871","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"5872","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"5873","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","3:3 FTCA",NA,"ng/g","ppb"
"5874","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","5:3 FTCA",NA,"ng/g","ppb"
"5875","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","7:3 FTCA",NA,"ng/g","ppb"
"5876","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFEESA",NA,"ng/g","ppb"
"5877","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFMPA",NA,"ng/g","ppb"
"5878","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFMBA",NA,"ng/g","ppb"
"5879","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","NFDHA",NA,"ng/g","ppb"
"5880","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFTrDA",0.686,"ng/g","ppb"
"5881","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFBA",NA,"ng/g","ppb"
"5882","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFPeA",NA,"ng/g","ppb"
"5883","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFHxA",NA,"ng/g","ppb"
"5884","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFHpA",0.598,"ng/g","ppb"
"5885","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFOA",NA,"ng/g","ppb"
"5886","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFNA",1.23,"ng/g","ppb"
"5887","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFDA",0.871,"ng/g","ppb"
"5888","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFUnA",1.93,"ng/g","ppb"
"5889","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFDoA",1.11,"ng/g","ppb"
"5890","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFTrDA",2.89,"ng/g","ppb"
"5891","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFTeDA",0.39,"ng/g","ppb"
"5892","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFBS",NA,"ng/g","ppb"
"5893","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFPeS",NA,"ng/g","ppb"
"5894","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFHxS",NA,"ng/g","ppb"
"5895","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFHpS",NA,"ng/g","ppb"
"5896","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFOS",5.36,"ng/g","ppb"
"5897","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFNS",NA,"ng/g","ppb"
"5898","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFDS",NA,"ng/g","ppb"
"5899","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFDoS",NA,"ng/g","ppb"
"5900","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","4:2 FTS",NA,"ng/g","ppb"
"5901","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","6:2 FTS",NA,"ng/g","ppb"
"5902","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","8:2 FTS",NA,"ng/g","ppb"
"5903","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFOSA",NA,"ng/g","ppb"
"5904","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","N-MeFOSA",NA,"ng/g","ppb"
"5905","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","N-EtFOSA",NA,"ng/g","ppb"
"5906","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","MeFOSAA",NA,"ng/g","ppb"
"5907","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","EtFOSAA",NA,"ng/g","ppb"
"5908","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","N-MeFOSE",NA,"ng/g","ppb"
"5909","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","N-EtFOSE",NA,"ng/g","ppb"
"5910","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","HFPO-DA",NA,"ng/g","ppb"
"5911","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","ADONA",NA,"ng/g","ppb"
"5912","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","9Cl-PF3ONS",NA,"ng/g","ppb"
"5913","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","11Cl-PF3OUdS",NA,"ng/g","ppb"
"5914","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","3:3 FTCA",NA,"ng/g","ppb"
"5915","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","5:3 FTCA",NA,"ng/g","ppb"
"5916","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","7:3 FTCA",NA,"ng/g","ppb"
"5917","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFEESA",NA,"ng/g","ppb"
"5918","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFMPA",NA,"ng/g","ppb"
"5919","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","PFMBA",NA,"ng/g","ppb"
"5920","MI","Lake Superior","Salmo trutta","Brown Trout","Salmonidae","P","NFDHA",NA,"ng/g","ppb"
"5921","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFBA",NA,"ng/g","ppb"
"5922","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFPeA",NA,"ng/g","ppb"
"5923","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFHxA",0.155,"ng/g","ppb"
"5924","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFHpA",NA,"ng/g","ppb"
"5925","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFOA",0.359,"ng/g","ppb"
"5926","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFNA",12,"ng/g","ppb"
"5927","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFDA",5.12,"ng/g","ppb"
"5928","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFUnA",7.77,"ng/g","ppb"
"5929","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFDoA",1.96,"ng/g","ppb"
"5930","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFTrDA",4.51,"ng/g","ppb"
"5931","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFTeDA",0.589,"ng/g","ppb"
"5932","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFBS",NA,"ng/g","ppb"
"5933","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFPeS",NA,"ng/g","ppb"
"5934","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFHxS",NA,"ng/g","ppb"
"5935","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFHpS",NA,"ng/g","ppb"
"5936","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFOS",8.37,"ng/g","ppb"
"5937","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFNS",NA,"ng/g","ppb"
"5938","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFDS",NA,"ng/g","ppb"
"5939","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFDoS",NA,"ng/g","ppb"
"5940","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","4:2 FTS",NA,"ng/g","ppb"
"5941","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","6:2 FTS",NA,"ng/g","ppb"
"5942","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","8:2 FTS",NA,"ng/g","ppb"
"5943","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFOSA",NA,"ng/g","ppb"
"5944","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","N-MeFOSA",NA,"ng/g","ppb"
"5945","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","N-EtFOSA",NA,"ng/g","ppb"
"5946","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","MeFOSAA",NA,"ng/g","ppb"
"5947","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","EtFOSAA",NA,"ng/g","ppb"
"5948","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","N-MeFOSE",NA,"ng/g","ppb"
"5949","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","N-EtFOSE",NA,"ng/g","ppb"
"5950","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","HFPO-DA",NA,"ng/g","ppb"
"5951","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","ADONA",NA,"ng/g","ppb"
"5952","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","9Cl-PF3ONS",NA,"ng/g","ppb"
"5953","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","11Cl-PF3OUdS",NA,"ng/g","ppb"
"5954","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","3:3 FTCA",NA,"ng/g","ppb"
"5955","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","5:3 FTCA",NA,"ng/g","ppb"
"5956","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","7:3 FTCA",NA,"ng/g","ppb"
"5957","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFEESA",NA,"ng/g","ppb"
"5958","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFMPA",NA,"ng/g","ppb"
"5959","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","PFMBA",NA,"ng/g","ppb"
"5960","MI","Lake Superior","Catostomus catostomus","Longnose Sucker","Catostomidae","BD","NFDHA",NA,"ng/g","ppb"
"5961","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFBA",NA,"ng/g","ppb"
"5962","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFPeA",NA,"ng/g","ppb"
"5963","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHxA",NA,"ng/g","ppb"
"5964","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHpA",NA,"ng/g","ppb"
"5965","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFOA",0.092,"ng/g","ppb"
"5966","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFNA",2.42,"ng/g","ppb"
"5967","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDA",1.63,"ng/g","ppb"
"5968","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFUnA",3.08,"ng/g","ppb"
"5969","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDoA",0.694,"ng/g","ppb"
"5970","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFTrDA",1.8,"ng/g","ppb"
"5971","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFTeDA",0.234,"ng/g","ppb"
"5972","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFBS",NA,"ng/g","ppb"
"5973","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFPeS",0.072,"ng/g","ppb"
"5974","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHxS",0.083,"ng/g","ppb"
"5975","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFHpS",NA,"ng/g","ppb"
"5976","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFOS",5.49,"ng/g","ppb"
"5977","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFNS",NA,"ng/g","ppb"
"5978","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDS",NA,"ng/g","ppb"
"5979","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","PFDoS",NA,"ng/g","ppb"
"5980","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","4:2 FTS",NA,"ng/g","ppb"
"5981","MI","Lake Superior","Salvelinus namaycush","Lake Trout","Salmonidae","P","6:2 FTS",NA,"ng/g","ppb"
